gene,ensg,fba_essential,hart_truth,subsystem,druggability
ATP5MJ,ENSG00000156411,0,,Oxidative phosphorylation,0.9
ATP5MK,ENSG00000173915,0,,Oxidative phosphorylation,0.9
ATP5PB,ENSG00000116459,0,,Oxidative phosphorylation,0.9
ATP5PD,ENSG00000167863,0,,Oxidative phosphorylation,0.9
ATP5PF,ENSG00000154723,0,,Oxidative phosphorylation,0.9
ATP5PO,ENSG00000241837,0,1,Oxidative phosphorylation,0.9
ATP6AP1,ENSG00000071553,0,,Transport reactions,0.9
ATP6V0A1,ENSG00000033627,0,,Transport reactions,0.9
ATP6V0A2,ENSG00000185344,0,,Transport reactions,0.9
ATP6V0A4,ENSG00000105929,0,,Transport reactions,0.9
ATP6V0B,ENSG00000117410,0,1,Transport reactions,0.9
ATP6V0C,ENSG00000185883,0,1,Transport reactions,0.9
ATP6V0D1,ENSG00000159720,0,,Transport reactions,0.9
ATP6V0D2,ENSG00000147614,0,,Transport reactions,0.9
ATP6V0E1,ENSG00000113732,0,,Transport reactions,0.9
ATP6V1A,ENSG00000114573,0,1,Transport reactions,0.9
ATP6V1B1,ENSG00000116039,0,,Transport reactions,0.9
ATP6V1B2,ENSG00000147416,0,,Transport reactions,0.9
ATP6V1C1,ENSG00000155097,0,,Transport reactions,0.9
ATP6V1C2,ENSG00000143882,0,,Transport reactions,0.9
ATP6V1D,ENSG00000100554,0,1,Transport reactions,0.9
ATP6V1E1,ENSG00000131100,0,1,Transport reactions,0.9
ATP6V1E2,ENSG00000250565,0,,Transport reactions,0.9
ATP6V1F,ENSG00000128524,0,,Transport reactions,0.9
ATP6V1G1,ENSG00000136888,0,,Transport reactions,0.9
ATP6V1G2,ENSG00000213760,0,,Transport reactions,0.9
ATP6V1G3,ENSG00000151418,0,0,Transport reactions,0.9
ATP6V1H,ENSG00000047249,0,,Transport reactions,0.9
ATP8A1,ENSG00000124406,0,,Transport reactions,0.9
ATP8B1,ENSG00000081923,0,,Transport reactions,0.9
ATP8B2,ENSG00000143515,0,,Transport reactions,0.9
AUH,ENSG00000148090,0,,"Valine, leucine, and isoleucine metaboli",0.9
AWAT1,ENSG00000204195,0,0,Retinol metabolism,0.9
AWAT2,ENSG00000147160,0,0,Retinol metabolism,0.9
B3GALNT1,ENSG00000169255,0,,Sphingolipid metabolism,0.9
B3GALNT2,ENSG00000162885,0,,Sphingolipid metabolism,0.9
B3GALT1,ENSG00000172318,0,,Sphingolipid metabolism,0.9
B3GALT2,ENSG00000162630,0,,Sphingolipid metabolism,0.9
B3GALT4,ENSG00000235863,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
B3GALT5,ENSG00000183778,0,,Sphingolipid metabolism,0.9
B3GALT6,ENSG00000176022,0,,Chondroitin / heparan sulfate biosynthes,0.9
B3GAT1,ENSG00000109956,0,,Chondroitin / heparan sulfate biosynthes,0.9
B3GAT2,ENSG00000112309,0,,Chondroitin / heparan sulfate biosynthes,0.9
B3GAT3,ENSG00000149541,0,,Chondroitin / heparan sulfate biosynthes,0.9
B3GLCT,ENSG00000187676,0,,Sphingolipid metabolism,0.9
B3GNT2,ENSG00000170340,0,,Glycosphingolipid biosynthesis-lacto and,0.9
B3GNT3,ENSG00000179913,0,,Blood group biosynthesis,0.9
B3GNT4,ENSG00000176383,0,,Sphingolipid metabolism,0.9
B3GNT5,ENSG00000176597,0,,Sphingolipid metabolism,0.9
B3GNT6,ENSG00000198488,0,0,O-glycan metabolism,0.9
B3GNT7,ENSG00000156966,0,,Sphingolipid metabolism,0.9
B3GNT8,ENSG00000177191,0,,Sphingolipid metabolism,0.9
B3GNT9,ENSG00000237172,0,,Sphingolipid metabolism,0.9
B4GALNT1,ENSG00000135454,0,,Glycosphingolipid biosynthesis-ganglio s,0.9
B4GALNT2,ENSG00000167080,0,,Sphingolipid metabolism,0.9
B4GALNT3,ENSG00000139044,0,,Sphingolipid metabolism,0.9
B4GALNT4,ENSG00000182272,0,,Sphingolipid metabolism,0.9
B4GALT1,ENSG00000086062,0,,Sphingolipid metabolism,0.9
B4GALT2,ENSG00000117411,0,,Sphingolipid metabolism,0.9
B4GALT3,ENSG00000158850,0,,Sphingolipid metabolism,0.9
B4GALT4,ENSG00000121578,0,,Sphingolipid metabolism,0.9
B4GALT5,ENSG00000158470,0,,Sphingolipid metabolism,0.9
B4GALT6,ENSG00000118276,0,,Sphingolipid metabolism,0.9
B4GALT7,ENSG00000027847,0,,Sphingolipid metabolism,0.9
B4GAT1,ENSG00000174684,0,,Glycosphingolipid biosynthesis-lacto and,0.9
BAAT,ENSG00000136881,0,,Bile acid biosynthesis,0.9
BARD1,ENSG00000138376,0,,Isolated,0.9
BBOX1,ENSG00000129151,0,,Lysine metabolism,0.9
BCAP31,ENSG00000185825,0,,Bile acid biosynthesis,0.9
BCAT1,ENSG00000060982,0,,"Valine, leucine, and isoleucine metaboli",0.9
BCAT2,ENSG00000105552,0,,"Valine, leucine, and isoleucine metaboli",0.9
BCHE,ENSG00000114200,0,,Glycerophospholipid metabolism,0.9
BCKDHA,ENSG00000248098,0,,Propanoate metabolism,0.9
BCKDHB,ENSG00000083123,0,,Propanoate metabolism,0.9
BCKDK,ENSG00000103507,0,,Isolated,0.9
BCO1,ENSG00000135697,0,,Retinol metabolism,0.9
BCO2,ENSG00000197580,0,,Glucocorticoid biosynthesis,0.9
BDH1,ENSG00000161267,0,,Butanoate metabolism,0.9
BDH2,ENSG00000164039,0,,Leukotriene metabolism,0.9
BHMT,ENSG00000145692,0,,"Glycine, serine and threonine metabolism",0.9
BHMT2,ENSG00000132840,0,,"Glycine, serine and threonine metabolism",0.9
BIRC6,ENSG00000115760,0,,Isolated,0.9
BLVRA,ENSG00000106605,0,,Porphyrin metabolism,0.9
BLVRB,ENSG00000090013,0,,Porphyrin metabolism,0.9
BMP1,ENSG00000168487,0,,Protein assembly,0.9
BPGM,ENSG00000172331,0,,Glycolysis / Gluconeogenesis,0.9
BPNT1,ENSG00000162813,0,,Sulfur metabolism,0.9
BPNT2,ENSG00000104331,0,,Sulfur metabolism,0.9
BRAP,ENSG00000089234,0,,Isolated,0.9
BRPF1,ENSG00000156983,0,,Isolated,0.9
BSCL2,ENSG00000168000,0,,Pool reactions,0.9
BST1,ENSG00000109743,0,,Nicotinate and nicotinamide metabolism,0.9
BTD,ENSG00000169814,0,,Biotin metabolism,0.9
C1GALT1,ENSG00000106392,0,,O-glycan metabolism,0.9
C1GALT1C1,ENSG00000171155,0,,O-glycan metabolism,0.9
CA1,ENSG00000133742,0,,Miscellaneous,0.9
CA12,ENSG00000074410,0,,Miscellaneous,0.9
CA13,ENSG00000185015,0,,Miscellaneous,0.9
CA14,ENSG00000118298,0,,Miscellaneous,0.9
CA2,ENSG00000104267,0,,Miscellaneous,0.9
CA3,ENSG00000164879,0,,Miscellaneous,0.9
CA4,ENSG00000167434,0,,Miscellaneous,0.9
CA5A,ENSG00000174990,0,,Transport reactions,0.9
CA5B,ENSG00000169239,0,,Arginine and proline metabolism,0.9
CA6,ENSG00000131686,0,,Miscellaneous,0.9
CA7,ENSG00000168748,0,,Miscellaneous,0.9
CA9,ENSG00000107159,0,,Miscellaneous,0.9
CAD,ENSG00000084774,0,,Pyrimidine metabolism,0.9
CALM1,ENSG00000198668,0,,Isolated,0.9
CALM2,ENSG00000143933,0,,Isolated,0.9
CALM3,ENSG00000160014,0,,Isolated,0.9
CANT1,ENSG00000171302,0,,Purine metabolism,0.9
CARNS1,ENSG00000172508,0,,Beta-alanine metabolism,0.9
CAT,ENSG00000121691,0,,ROS detoxification,0.9
CBL,ENSG00000110395,0,,Isolated,0.9
CBLB,ENSG00000114423,0,,Isolated,0.9
CBLC,ENSG00000142273,0,,Isolated,0.9
CBLIF,ENSG00000134812,0,,Transport reactions,0.9
CBLL1,ENSG00000105879,0,,Isolated,0.9
CBLL2,ENSG00000175809,0,0,Isolated,0.9
CBR1,ENSG00000159228,0,,Arachidonic acid metabolism,0.9
CBR3,ENSG00000159231,0,,Arachidonic acid metabolism,0.9
CBR4,ENSG00000145439,0,,Leukotriene metabolism,0.9
CBS,ENSG00000160200,0,,Cysteine and methionine metabolism,0.9
CCNB1IP1,ENSG00000100814,0,,Isolated,0.9
CD36,ENSG00000135218,0,,Transport reactions,0.9
CD38,ENSG00000004468,0,,Nicotinate and nicotinamide metabolism,0.9
CDA,ENSG00000158825,0,,Pyrimidine metabolism,0.9
CDC34,ENSG00000099804,0,,Isolated,0.9
CDIPT,ENSG00000103502,0,,Glycerophospholipid metabolism,0.9
CDO1,ENSG00000129596,0,,Bile acid biosynthesis,0.9
CDS1,ENSG00000163624,0,,Glycerophospholipid metabolism,0.9
CDS2,ENSG00000101290,0,,Glycerophospholipid metabolism,0.9
CDY1,ENSG00000172288,0,0,Isolated,0.9
CDY1B,ENSG00000172352,0,0,Isolated,0.9
CDY2A,ENSG00000182415,0,0,Isolated,0.9
CDY2B,ENSG00000129873,0,0,Isolated,0.9
CEL,ENSG00000170835,0,,Acylglycerides metabolism,0.9
CEMP1,ENSG00000205923,0,,Amino sugar and nucleotide sugar metabol,0.9
CEPT1,ENSG00000134255,0,,Glycerophospholipid metabolism,0.9
CERK,ENSG00000100422,0,,Sphingolipid metabolism,0.9
CERS1,ENSG00000223802,0,,Sphingolipid metabolism,0.9
CERS2,ENSG00000143418,0,,Sphingolipid metabolism,0.9
CERS3,ENSG00000154227,0,,Sphingolipid metabolism,0.9
CERS4,ENSG00000090661,0,,Sphingolipid metabolism,0.9
CERS5,ENSG00000139624,0,,Sphingolipid metabolism,0.9
CERS6,ENSG00000172292,0,,Sphingolipid metabolism,0.9
CERT1,ENSG00000113163,0,,Transport reactions,0.9
CES1,ENSG00000198848,0,,Retinol metabolism,0.9
CES2,ENSG00000172831,0,,Retinol metabolism,0.9
CES3,ENSG00000172828,0,,Retinol metabolism,0.9
CES5A,ENSG00000159398,0,,Retinol metabolism,0.9
CH25H,ENSG00000138135,0,,Bile acid biosynthesis,0.9
CHAT,ENSG00000070748,0,0,Glycerophospholipid metabolism,0.9
CHDH,ENSG00000016391,0,,"Glycine, serine and threonine metabolism",0.9
CHFR,ENSG00000072609,0,,Isolated,0.9
CHIA,ENSG00000134216,0,,Amino sugar and nucleotide sugar metabol,0.9
CHIT1,ENSG00000133063,0,,Amino sugar and nucleotide sugar metabol,0.9
CHKA,ENSG00000110721,0,,Glycerophospholipid metabolism,0.9
CHKB,ENSG00000100288,0,,Glycerophospholipid metabolism,0.9
CHPF,ENSG00000123989,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHPF2,ENSG00000033100,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHPT1,ENSG00000111666,0,,Glycerophospholipid metabolism,0.9
CHST1,ENSG00000175264,0,,Keratan sulfate biosynthesis,0.9
CHST10,ENSG00000115526,0,,Serotonin and melatonin biosynthesis,0.9
CHST11,ENSG00000171310,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHST12,ENSG00000136213,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHST13,ENSG00000180767,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHST14,ENSG00000169105,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHST15,ENSG00000182022,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHST2,ENSG00000175040,0,,Keratan sulfate biosynthesis,0.9
CHST3,ENSG00000122863,0,,Keratan sulfate biosynthesis,0.9
CHST4,ENSG00000140835,0,,Keratan sulfate biosynthesis,0.9
CHST5,ENSG00000135702,0,,Serotonin and melatonin biosynthesis,0.9
CHST6,ENSG00000183196,0,,Keratan sulfate biosynthesis,0.9
CHST7,ENSG00000147119,0,,Serotonin and melatonin biosynthesis,0.9
CHST9,ENSG00000154080,0,,Serotonin and melatonin biosynthesis,0.9
CHSY1,ENSG00000131873,0,,Chondroitin / heparan sulfate biosynthes,0.9
CHSY3,ENSG00000198108,0,,Chondroitin / heparan sulfate biosynthes,0.9
CKB,ENSG00000166165,0,,"Glycine, serine and threonine metabolism",0.9
CKM,ENSG00000104879,0,,"Glycine, serine and threonine metabolism",0.9
CKMT1A,ENSG00000223572,0,,"Glycine, serine and threonine metabolism",0.9
CKMT1B,ENSG00000237289,0,,"Glycine, serine and threonine metabolism",0.9
CKMT2,ENSG00000131730,0,,"Glycine, serine and threonine metabolism",0.9
CLCF1,ENSG00000175505,0,,Glycerophospholipid metabolism,0.9
CLOCK,ENSG00000134852,0,,Isolated,0.9
CLPS,ENSG00000137392,0,,Isolated,0.9
CLTRN,ENSG00000147003,0,,Transport reactions,0.9
CLYBL,ENSG00000125246,0,,C5-branched dibasic acid metabolism,0.9
CMA1,ENSG00000092009,0,,Miscellaneous,0.9
CMAS,ENSG00000111726,0,,Amino sugar and nucleotide sugar metabol,0.9
CMPK1,ENSG00000162368,0,1,Nucleotide metabolism,0.9
CMPK2,ENSG00000134326,0,,Nucleotide metabolism,0.9
CMTR1,ENSG00000137200,0,1,Isolated,0.9
CNDP1,ENSG00000150656,0,,Beta-alanine metabolism,0.9
CNDP2,ENSG00000133313,0,,Beta-alanine metabolism,0.9
CNOT4,ENSG00000080802,0,,Isolated,0.9
CNP,ENSG00000173786,0,,Miscellaneous,0.9
COASY,ENSG00000068120,0,,Pantothenate and CoA metabolism,0.9
COLGALT1,ENSG00000130309,0,,Lysine metabolism,0.9
COLGALT2,ENSG00000198756,0,,Lysine metabolism,0.9
COMT,ENSG00000093010,0,,Estrogen metabolism,0.9
COP1,ENSG00000143207,0,,Isolated,0.9
COPE,ENSG00000105669,0,,Transport reactions,0.9
COPG1,ENSG00000181789,0,,Transport reactions,0.9
COPG2,ENSG00000158623,0,,Transport reactions,0.9
COQ2,ENSG00000173085,0,,Terpenoid backbone biosynthesis,0.9
COQ3,ENSG00000132423,0,,Ubiquinone synthesis,0.9
COQ5,ENSG00000110871,0,,Terpenoid backbone biosynthesis,0.9
COQ6,ENSG00000119723,0,,Ubiquinone synthesis,0.9
COQ7,ENSG00000167186,0,,Ubiquinone synthesis,0.9
COX10,ENSG00000006695,0,1,Porphyrin metabolism,0.9
COX4I1,ENSG00000131143,0,1,Oxidative phosphorylation,0.9
COX4I2,ENSG00000131055,0,,Oxidative phosphorylation,0.9
COX5A,ENSG00000178741,0,,Oxidative phosphorylation,0.9
COX5B,ENSG00000135940,0,1,Oxidative phosphorylation,0.9
COX6A1,ENSG00000111775,0,,Oxidative phosphorylation,0.9
COX6A2,ENSG00000156885,0,,Oxidative phosphorylation,0.9
COX6B1,ENSG00000126267,0,1,Oxidative phosphorylation,0.9
COX6B2,ENSG00000160471,0,,Oxidative phosphorylation,0.9
COX6C,ENSG00000164919,0,,Oxidative phosphorylation,0.9
COX7A1,ENSG00000161281,0,,Oxidative phosphorylation,0.9
COX7A2,ENSG00000112695,0,,Oxidative phosphorylation,0.9
COX7B,ENSG00000131174,0,,Oxidative phosphorylation,0.9
COX7B2,ENSG00000170516,0,0,Oxidative phosphorylation,0.9
COX7C,ENSG00000127184,0,,Oxidative phosphorylation,0.9
COX8A,ENSG00000176340,0,,Oxidative phosphorylation,0.9
CP,ENSG00000047457,0,,Porphyrin metabolism,0.9
CPA1,ENSG00000091704,0,,Miscellaneous,0.9
CPA2,ENSG00000158516,0,,Miscellaneous,0.9
CPA3,ENSG00000163751,0,,Isolated,0.9
CPA5,ENSG00000158525,0,,Miscellaneous,0.9
CPA6,ENSG00000165078,0,,Miscellaneous,0.9
CPNE7,ENSG00000178773,0,,"Glycine, serine and threonine metabolism",0.9
CPOX,ENSG00000080819,0,,Porphyrin metabolism,0.9
CPS1,ENSG00000021826,0,,"Alanine, aspartate and glutamate metabol",0.9
CPT1A,ENSG00000110090,0,,Fatty acid oxidation,0.9
CPT1B,ENSG00000205560,0,,Fatty acid oxidation,0.9
CPT1C,ENSG00000169169,0,,Fatty acid oxidation,0.9
CPT2,ENSG00000157184,0,,Fatty acid oxidation,0.9
CRAT,ENSG00000095321,0,,Fatty acid oxidation,0.9
CREBBP,ENSG00000005339,0,,Isolated,0.9
CRISP3,ENSG00000096006,0,,Glycolysis / Gluconeogenesis,0.9
CRLS1,ENSG00000088766,0,,Glycerophospholipid metabolism,0.9
CROT,ENSG00000005469,0,,Fatty acid oxidation,0.9
CRYL1,ENSG00000165475,0,,Pentose and glucuronate interconversions,0.9
CRYZ,ENSG00000116791,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
CS,ENSG00000062485,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
CSAD,ENSG00000139631,0,,Bile acid biosynthesis,0.9
CSGALNACT1,ENSG00000147408,0,,Chondroitin / heparan sulfate biosynthes,0.9
CSGALNACT2,ENSG00000169826,0,,Chondroitin / heparan sulfate biosynthes,0.9
CSNK1G2,ENSG00000133275,0,,Transport reactions,0.9
CTBP1,ENSG00000159692,0,,Leukotriene metabolism,0.9
CTDSPL2,ENSG00000137770,0,,Inositol phosphate metabolism,0.9
CTH,ENSG00000116761,0,,Cysteine and methionine metabolism,0.9
CTPS1,ENSG00000171793,0,1,Pyrimidine metabolism,0.9
CTPS2,ENSG00000047230,0,,Pyrimidine metabolism,0.9
CTSA,ENSG00000064601,0,,Protein degradation,0.9
CTSB,ENSG00000164733,0,,Protein degradation,0.9
CTSC,ENSG00000109861,0,,Protein degradation,0.9
CTSD,ENSG00000117984,0,,Protein degradation,0.9
CTSE,ENSG00000196188,0,,Protein degradation,0.9
CTSF,ENSG00000174080,0,,Protein degradation,0.9
CTSG,ENSG00000100448,0,,Protein degradation,0.9
CTSH,ENSG00000103811,0,,Protein degradation,0.9
CTSK,ENSG00000143387,0,,Protein degradation,0.9
CTSL,ENSG00000135047,0,,Protein degradation,0.9
CTSO,ENSG00000256043,0,,Protein degradation,0.9
CTSS,ENSG00000163131,0,,Protein degradation,0.9
CTSV,ENSG00000136943,0,,Protein degradation,0.9
CTSW,ENSG00000172543,0,,Protein degradation,0.9
CTSZ,ENSG00000101160,0,,Protein degradation,0.9
CUBN,ENSG00000107611,0,,Vitamin D metabolism,0.9
CWC27,ENSG00000153015,0,,Isolated,0.9
CYB5D1,ENSG00000182224,0,,Pyruvate metabolism,0.9
CYB5R1,ENSG00000159348,0,,Nicotinate and nicotinamide metabolism,0.9
CYB5R2,ENSG00000166394,0,,Nicotinate and nicotinamide metabolism,0.9
CYB5R3,ENSG00000100243,0,,Nicotinate and nicotinamide metabolism,0.9
CYB5R4,ENSG00000065615,0,,Nicotinate and nicotinamide metabolism,0.9
CYB5RL,ENSG00000215883,0,,Nicotinate and nicotinamide metabolism,0.9
CYBRD1,ENSG00000071967,0,,Porphyrin metabolism,0.9
CYC1,ENSG00000179091,0,,Oxidative phosphorylation,0.9
CYLD,ENSG00000083799,0,,Isolated,0.9
CYP11A1,ENSG00000140459,0,,Steroid metabolism,0.9
CYP11B1,ENSG00000160882,0,0,Steroid metabolism,0.9
CYP11B2,ENSG00000179142,0,0,Steroid metabolism,0.9
CYP17A1,ENSG00000148795,0,,Steroid metabolism,0.9
CYP19A1,ENSG00000137869,0,,Estrogen metabolism,0.9
CYP1A1,ENSG00000140465,0,,Arachidonic acid metabolism,0.9
CYP1B1,ENSG00000138061,0,,Arachidonic acid metabolism,0.9
CYP21A2,ENSG00000231852,0,,Steroid metabolism,0.9
CYP27A1,ENSG00000135929,0,,Cholesterol metabolism,0.9
CYP27B1,ENSG00000111012,0,,Vitamin D metabolism,0.9
CYP2A13,ENSG00000197838,0,0,Arachidonic acid metabolism,0.9
CYP2A6,ENSG00000255974,0,,Arachidonic acid metabolism,0.9
CYP2A7,ENSG00000198077,0,,Arachidonic acid metabolism,0.9
CYP2B6,ENSG00000197408,0,,Arachidonic acid metabolism,0.9
CYP2C18,ENSG00000108242,0,,Arachidonic acid metabolism,0.9
CYP2C19,ENSG00000165841,0,0,Arachidonic acid metabolism,0.9
CYP2C8,ENSG00000138115,0,,Arachidonic acid metabolism,0.9
CYP2C9,ENSG00000138109,0,,Arachidonic acid metabolism,0.9
CYP2D6,ENSG00000100197,0,,Arachidonic acid metabolism,0.9
CYP2E1,ENSG00000130649,0,,Arachidonic acid metabolism,0.9
CYP2F1,ENSG00000197446,0,,Arachidonic acid metabolism,0.9
CYP2J2,ENSG00000134716,0,,Arachidonic acid metabolism,0.9
CYP2R1,ENSG00000186104,0,,Vitamin D metabolism,0.9
CYP2S1,ENSG00000167600,0,,Arachidonic acid metabolism,0.9
CYP2U1,ENSG00000155016,0,,Arachidonic acid metabolism,0.9
CYP39A1,ENSG00000146233,0,,Bile acid biosynthesis,0.9
CYP3A4,ENSG00000160868,0,,Arachidonic acid metabolism,0.9
CYP3A43,ENSG00000021461,0,,Arachidonic acid metabolism,0.9
CYP3A5,ENSG00000106258,0,,Arachidonic acid metabolism,0.9
CYP3A7,ENSG00000160870,0,,Arachidonic acid metabolism,0.9
CYP46A1,ENSG00000036530,0,,Bile acid biosynthesis,0.9
CYP4A11,ENSG00000187048,0,,Arachidonic acid metabolism,0.9
CYP4A22,ENSG00000162365,0,0,Xenobiotics metabolism,0.9
CYP4B1,ENSG00000142973,0,,Arachidonic acid metabolism,0.9
CYP4F11,ENSG00000171903,0,,Arachidonic acid metabolism,0.9
CYP4F12,ENSG00000186204,0,,Arachidonic acid metabolism,0.9
CYP4F2,ENSG00000186115,0,,Arachidonic acid metabolism,0.9
CYP4F22,ENSG00000171954,0,,Arachidonic acid metabolism,0.9
CYP4F3,ENSG00000186529,0,,Arachidonic acid metabolism,0.9
CYP4F8,ENSG00000186526,0,0,Arachidonic acid metabolism,0.9
CYP4V2,ENSG00000145476,0,,Vitamin D metabolism,0.9
CYP4X1,ENSG00000186377,0,,Arachidonic acid metabolism,0.9
CYP4Z1,ENSG00000186160,0,,Arachidonic acid metabolism,0.9
CYP51A1,ENSG00000001630,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
CYP7A1,ENSG00000167910,0,0,Cholesterol metabolism,0.9
CYP7B1,ENSG00000172817,0,,Bile acid biosynthesis,0.9
CYP8B1,ENSG00000180432,0,,Bile acid biosynthesis,0.9
DAD1,ENSG00000129562,0,1,N-glycan metabolism,0.9
DAGLA,ENSG00000134780,0,,Acylglycerides metabolism,0.9
DAGLB,ENSG00000164535,0,,Acylglycerides metabolism,0.9
DAO,ENSG00000110887,0,,Arginine and proline metabolism,0.9
DBH,ENSG00000123454,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
DBI,ENSG00000155368,0,,Transport reactions,0.9
DBP,ENSG00000105516,0,,Sphingolipid metabolism,0.9
DBT,ENSG00000137992,0,,"Valine, leucine, and isoleucine metaboli",0.9
DCK,ENSG00000156136,0,,Purine metabolism,0.9
DCT,ENSG00000080166,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
DCTD,ENSG00000129187,0,,Nucleotide metabolism,0.9
DCTPP1,ENSG00000179958,0,,Nucleotide metabolism,0.9
DCXR,ENSG00000169738,0,,Pentose and glucuronate interconversions,0.9
DDAH1,ENSG00000153904,0,,Isolated,0.9
DDC,ENSG00000132437,0,,Serotonin and melatonin biosynthesis,0.9
DDO,ENSG00000203797,0,,"Alanine, aspartate and glutamate metabol",0.9
DDOST,ENSG00000244038,0,1,N-glycan metabolism,0.9
DECR1,ENSG00000104325,0,,Fatty acid oxidation,0.9
DECR2,ENSG00000242612,0,,Leukotriene metabolism,0.9
DEGS1,ENSG00000143753,0,,Sphingolipid metabolism,0.9
DEGS2,ENSG00000168350,0,,Sphingolipid metabolism,0.9
DERA,ENSG00000023697,0,,Pentose phosphate pathway,0.9
DGAT1,ENSG00000185000,0,,Acylglycerides metabolism,0.9
DGAT2,ENSG00000062282,0,,Acylglycerides metabolism,0.9
DGKA,ENSG00000065357,0,,Acylglycerides metabolism,0.9
DGKB,ENSG00000136267,0,,Acylglycerides metabolism,0.9
DGKD,ENSG00000077044,0,,Acylglycerides metabolism,0.9
DGKE,ENSG00000153933,0,,Acylglycerides metabolism,0.9
DGKG,ENSG00000058866,0,,Acylglycerides metabolism,0.9
DGKH,ENSG00000102780,0,,Acylglycerides metabolism,0.9
DGKI,ENSG00000157680,0,,Glycerophospholipid metabolism,0.9
DGKK,ENSG00000274588,0,0,Acylglycerides metabolism,0.9
DGKQ,ENSG00000145214,0,,Acylglycerides metabolism,0.9
DGKZ,ENSG00000149091,0,,Glycerophospholipid metabolism,0.9
DGUOK,ENSG00000114956,0,,Purine metabolism,0.9
DHCR24,ENSG00000116133,0,,Cholesterol metabolism,0.9
DHCR7,ENSG00000172893,0,,Cholesterol metabolism,0.9
DHDDS,ENSG00000117682,0,,N-glycan metabolism,0.9
DHDH,ENSG00000104808,0,,Pentose and glucuronate interconversions,0.9
DHFR,ENSG00000228716,0,,Folate metabolism,0.9
DHFR2,ENSG00000178700,0,,Folate metabolism,0.9
DHODH,ENSG00000102967,0,1,Pyrimidine metabolism,0.9
DHPS,ENSG00000095059,0,1,Arginine and proline metabolism,0.9
DHRS2,ENSG00000100867,0,,Leukotriene metabolism,0.9
DHRS3,ENSG00000162496,0,,Retinol metabolism,0.9
DHRS4,ENSG00000157326,0,,Arachidonic acid metabolism,0.9
DHRS4L2,ENSG00000187630,0,,Retinol metabolism,0.9
DHRS9,ENSG00000073737,0,,Retinol metabolism,0.9
DHTKD1,ENSG00000181192,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
DIO1,ENSG00000211452,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
DIO2,ENSG00000211448,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
DIO3,ENSG00000197406,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
DLAT,ENSG00000150768,0,,Glycolysis / Gluconeogenesis,0.9
DLD,ENSG00000091140,0,,Lipoic acid metabolism,0.9
DLST,ENSG00000119689,0,1,Lysine metabolism,0.9
DMGDH,ENSG00000132837,0,,"Glycine, serine and threonine metabolism",0.9
DNM1,ENSG00000106976,0,,Nucleotide metabolism,0.9
DNM1L,ENSG00000087470,0,,Nucleotide metabolism,0.9
DNM2,ENSG00000079805,0,1,Nucleotide metabolism,0.9
DNM3,ENSG00000197959,0,,Nucleotide metabolism,0.9
DNMT1,ENSG00000130816,0,1,Cysteine and methionine metabolism,0.9
DNMT3A,ENSG00000119772,0,,Cysteine and methionine metabolism,0.9
DNMT3B,ENSG00000088305,0,,Cysteine and methionine metabolism,0.9
DNMT3L,ENSG00000142182,0,,Cysteine and methionine metabolism,0.9
DOLK,ENSG00000175283,0,1,N-glycan metabolism,0.9
DOLPP1,ENSG00000167130,0,,N-glycan metabolism,0.9
DOT1L,ENSG00000104885,0,,Lysine metabolism,0.9
DPAGT1,ENSG00000172269,0,1,N-glycan metabolism,0.9
DPEP1,ENSG00000015413,0,,Leukotriene metabolism,0.9
DPEP2,ENSG00000167261,0,,Leukotriene metabolism,0.9
DPH5,ENSG00000117543,0,,Isolated,0.9
DPM1,ENSG00000000419,0,,N-glycan metabolism,0.9
DPM2,ENSG00000136908,0,,N-glycan metabolism,0.9
DPM3,ENSG00000179085,0,,N-glycan metabolism,0.9
DPYD,ENSG00000188641,0,,Pyrimidine metabolism,0.9
DPYS,ENSG00000147647,0,,Pyrimidine metabolism,0.9
DSE,ENSG00000111817,0,,Chondroitin / heparan sulfate biosynthes,0.9
DUOX1,ENSG00000137857,0,,Tyrosine metabolism,0.9
DUOX2,ENSG00000140279,0,,Tyrosine metabolism,0.9
DUSP11,ENSG00000144048,0,,Inositol phosphate metabolism,0.9
DUT,ENSG00000128951,0,,Nucleotide metabolism,0.9
DZIP3,ENSG00000198919,0,,Isolated,0.9
EBP,ENSG00000147155,0,,Cholesterol metabolism,0.9
ECH1,ENSG00000104823,0,,Fatty acid oxidation,0.9
ECHDC2,ENSG00000121310,0,,Butanoate metabolism,0.9
