organism,locus_tag,gene,product,length_nt,length_aa,strand,rel_position,intergenic_prev,intergenic_next,same_strand_prev,same_strand_next,operon_prev,essential,gravy,pI,aromaticity,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,family_n_organisms,n_paralogs_in_genome,ff_mean
beril_Dda3937,DDA3937_RS00005,mioC,FMN-binding protein MioC,444,147,-1,6.500822557204191e-06,,91.0,,1.0,0,0,-0.14217687074829927,3.9486083984375,0.06802721088435375,0.05442176870748299,0.006802721088435374,0.10204081632653061,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.034013605442176874,0.061224489795918366,0.027210884353741496,0.14285714285714285,0.013605442176870748,0.02040816326530612,0.047619047619047616,0.047619047619047616,0.027210884353741496,0.061224489795918366,0.08163265306122448,0.061224489795918366,0.02040816326530612,0.027210884353741496,22.0,1.0,0.0952567693744164
beril_Dda3937,DDA3937_RS00010,asnC,transcriptional regulator AsnC,465,154,-1,0.00011518644968546176,91.0,146.0,1.0,1.0,0,0,0.04415584415584413,5.470458984375,0.06493506493506493,0.07142857142857142,0.01948051948051948,0.05194805194805195,0.06493506493506493,0.01948051948051948,0.045454545454545456,0.01948051948051948,0.11038961038961038,0.05844155844155844,0.08441558441558442,0.03896103896103896,0.03896103896103896,0.03896103896103896,0.045454545454545456,0.03896103896103896,0.05844155844155844,0.07142857142857142,0.07792207792207792,0.0,0.045454545454545456,45.0,7.0,0.4456533715357244
beril_Dda3937,DDA3937_RS00015,viaA,ATPase RavA stimulator ViaA,1476,491,-1,0.00023931153038707928,146.0,5.0,1.0,1.0,0,0,-0.40264765784114015,6.16473388671875,0.07128309572301425,0.06313645621181263,0.012219959266802444,0.05702647657841141,0.07739307535641547,0.04684317718940937,0.03665987780040733,0.032586558044806514,0.048879837067209775,0.034623217922606926,0.1384928716904277,0.032586558044806514,0.028513238289205704,0.038696537678207736,0.07128309572301425,0.0855397148676171,0.0855397148676171,0.04684317718940937,0.038696537678207736,0.012219959266802444,0.012219959266802444,5.0,0.0,0.0
beril_Dda3937,DDA3937_RS00020,ravA,ATPase RavA,1497,498,-1,0.0005401777243626858,5.0,275.0,1.0,0.0,1,0,-0.43052208835341327,5.796661376953125,0.07630522088353414,0.06224899598393574,0.010040160642570281,0.04618473895582329,0.09036144578313253,0.03413654618473896,0.04417670682730924,0.028112449799196786,0.05220883534136546,0.0321285140562249,0.15060240963855423,0.018072289156626505,0.024096385542168676,0.04618473895582329,0.09036144578313253,0.08433734939759036,0.060240963855421686,0.040160642570281124,0.04417670682730924,0.014056224899598393,0.028112449799196786,5.0,0.0,0.0
beril_Dda3937,DDA3937_RS00025,kup,low affinity potassium transporter Kup,1869,622,1,0.0009001607734678679,275.0,396.0,0.0,1.0,0,0,0.5927652733118988,9.241546630859375,0.1045016077170418,0.08360128617363344,0.006430868167202572,0.022508038585209004,0.04019292604501608,0.05144694533762058,0.06752411575562701,0.024115755627009645,0.07556270096463022,0.02572347266881029,0.13504823151125403,0.03858520900321544,0.03697749196141479,0.04662379421221865,0.02090032154340836,0.04823151125401929,0.06752411575562701,0.05466237942122187,0.10128617363344052,0.024115755627009645,0.028938906752411574,33.0,0.0,0.27485185185185185
beril_Dda3937,DDA3937_RS00030,rbsD,D-ribose pyranase,420,139,1,0.001360297120094977,396.0,7.0,1.0,1.0,0,0,0.04604316546762596,5.783203125,0.03597122302158273,0.09352517985611511,0.014388489208633094,0.04316546762589928,0.05755395683453238,0.02158273381294964,0.05755395683453238,0.04316546762589928,0.09352517985611511,0.04316546762589928,0.11510791366906475,0.014388489208633094,0.04316546762589928,0.02877697841726619,0.07913669064748201,0.02877697841726619,0.06474820143884892,0.07194244604316546,0.07194244604316546,0.0,0.014388489208633094,16.0,0.0,0.4117857142857143
beril_Dda3937,DDA3937_RS00035,rbsA,ribose ABC transporter ATP-binding protein RbsA,1506,501,1,0.0014470424710926705,7.0,7.0,1.0,1.0,1,0,-0.139121756487026,5.96051025390625,0.05588822355289421,0.059880239520958084,0.003992015968063872,0.0499001996007984,0.07385229540918163,0.031936127744510975,0.10179640718562874,0.015968063872255488,0.0718562874251497,0.05588822355289421,0.10778443113772455,0.03992015968063872,0.027944111776447105,0.03592814371257485,0.05788423153692615,0.05788423153692615,0.0658682634730539,0.041916167664670656,0.07584830339321358,0.001996007984031936,0.021956087824351298,48.0,13.0,0.22853908515012492
beril_Dda3937,DDA3937_RS00040,rbsC,ribose ABC transporter permease,969,322,1,0.0017544094876254812,7.0,26.0,1.0,1.0,1,0,0.9239130434782618,9.940093994140625,0.06832298136645963,0.11801242236024845,0.003105590062111801,0.018633540372670808,0.018633540372670808,0.027950310559006212,0.11180124223602485,0.006211180124223602,0.09006211180124224,0.027950310559006212,0.14596273291925466,0.034161490683229816,0.040372670807453416,0.018633540372670808,0.021739130434782608,0.031055900621118012,0.07763975155279502,0.062111801242236024,0.10559006211180125,0.015527950310559006,0.024844720496894408,31.0,7.0,0.19369165456121976
beril_Dda3937,DDA3937_RS00045,rbsB,ribose ABC transporter substrate-binding protein RbsB,888,295,1,0.0019565444390135488,26.0,85.0,1.0,1.0,1,0,0.08372881355932216,9.503662109375,0.03389830508474576,0.14576271186440679,0.0,0.06440677966101695,0.04067796610169491,0.030508474576271188,0.0847457627118644,0.006779661016949152,0.04406779661016949,0.08813559322033898,0.10847457627118644,0.01694915254237288,0.0576271186440678,0.030508474576271188,0.04067796610169491,0.02711864406779661,0.04745762711864407,0.05423728813559322,0.10847457627118644,0.0,0.003389830508474576,36.0,6.0,0.16944707025352182
beril_Dda3937,DDA3937_RS00050,rbsK,ribokinase,927,308,1,0.002154210074893539,85.0,3.0,1.0,1.0,0,0,0.09058441558441563,4.88641357421875,0.04220779220779221,0.15584415584415584,0.006493506493506494,0.05519480519480519,0.06168831168831169,0.025974025974025976,0.09090909090909091,0.022727272727272728,0.07792207792207792,0.03571428571428571,0.08441558441558442,0.016233766233766232,0.03571428571428571,0.03896103896103896,0.05194805194805195,0.045454545454545456,0.04220779220779221,0.05519480519480519,0.08116883116883117,0.006493506493506494,0.00974025974025974,46.0,2.0,0.349014289014289
beril_Dda3937,DDA3937_RS00055,rbsR,ribose operon transcriptional repressor RbsR,1005,334,1,0.0023431402304622856,3.0,5724.0,1.0,0.0,1,0,-0.1943113772455092,5.471099853515625,0.06287425149700598,0.08083832335329341,0.014970059880239521,0.0658682634730539,0.06287425149700598,0.017964071856287425,0.06287425149700598,0.03293413173652695,0.05389221556886228,0.02694610778443114,0.10778443113772455,0.038922155688622756,0.03592814371257485,0.05389221556886228,0.02694610778443114,0.0718562874251497,0.0688622754491018,0.05688622754491018,0.0748502994011976,0.0029940119760479044,0.041916167664670656,39.0,14.0,0.3074755670293195
beril_Dda3937,DDA3937_RS00080,mobB,molybdopterin-guanine dinucleotide biosynthesis protein MobB,528,175,-1,0.0037101413238193794,5724.0,-8.0,0.0,1.0,0,0,-0.07999999999999986,5.61444091796875,0.045714285714285714,0.11428571428571428,0.011428571428571429,0.09142857142857143,0.04,0.017142857142857144,0.06285714285714286,0.02857142857142857,0.06857142857142857,0.05142857142857143,0.14285714285714285,0.02857142857142857,0.017142857142857144,0.045714285714285714,0.03428571428571429,0.05714285714285714,0.04,0.08571428571428572,0.03428571428571429,0.011428571428571429,0.017142857142857144,17.0,0.0,0.05759803921568626
beril_Dda3937,DDA3937_RS00085,mobA,molybdenum cofactor guanylyltransferase MobA,576,191,-1,0.0038157796903739477,-8.0,110.0,1.0,0.0,1,0,-0.17434554973821983,5.79644775390625,0.07329842931937172,0.07329842931937172,0.005235602094240838,0.06806282722513089,0.041884816753926704,0.031413612565445025,0.08376963350785341,0.031413612565445025,0.05235602094240838,0.03664921465968586,0.14659685863874344,0.015706806282722512,0.05235602094240838,0.06282722513089005,0.04712041884816754,0.05235602094240838,0.05759162303664921,0.041884816753926704,0.05759162303664921,0.010471204188481676,0.031413612565445025,43.0,0.0,0.0930840542605248
beril_Dda3937,DDA3937_RS00090,,YihD family protein,270,89,1,0.003955141073944012,110.0,41.0,0.0,1.0,0,0,-0.39213483146067424,5.3790283203125,0.06741573033707865,0.0898876404494382,0.011235955056179775,0.10112359550561797,0.06741573033707865,0.033707865168539325,0.0449438202247191,0.033707865168539325,0.056179775280898875,0.0898876404494382,0.1797752808988764,0.011235955056179775,0.02247191011235955,0.0449438202247191,0.06741573033707865,0.0449438202247191,0.02247191011235955,0.02247191011235955,0.02247191011235955,0.011235955056179775,0.02247191011235955,5.0,0.0,0.0
beril_Dda3937,DDA3937_RS00095,,serine/threonine protein kinase,987,328,1,0.004018320943171841,41.0,22.0,1.0,1.0,1,0,-0.39969512195121987,4.7132720947265625,0.11890243902439024,0.07621951219512195,0.003048780487804878,0.08841463414634146,0.06402439024390244,0.054878048780487805,0.042682926829268296,0.042682926829268296,0.03353658536585366,0.01524390243902439,0.11280487804878049,0.024390243902439025,0.027439024390243903,0.054878048780487805,0.057926829268292686,0.07317073170731707,0.051829268292682924,0.04573170731707317,0.06707317073170732,0.03353658536585366,0.03048780487804878,33.0,1.0,0.0
beril_Dda3937,DDA3937_RS00100,dsbA,thiol:disulfide interchange protein DsbA,624,207,1,0.004223300004428685,22.0,378.0,1.0,1.0,1,0,0.00869565217391311,6.338623046875,0.1111111111111111,0.13043478260869565,0.00966183574879227,0.07729468599033816,0.028985507246376812,0.057971014492753624,0.043478260869565216,0.014492753623188406,0.024154589371980676,0.09178743961352658,0.0966183574879227,0.024154589371980676,0.014492753623188406,0.043478260869565216,0.0821256038647343,0.00966183574879227,0.06280193236714976,0.028985507246376812,0.10628019323671498,0.00966183574879227,0.043478260869565216,32.0,0.0,0.30999758861827825
beril_Dda3937,DDA3937_RS00105,polA,DNA polymerase I,2835,944,1,0.0044268570107511415,378.0,265.0,1.0,1.0,0,1,-0.20307203389830508,5.677459716796875,0.06567796610169492,0.09639830508474577,0.0031779661016949155,0.0625,0.0646186440677966,0.025423728813559324,0.0625,0.025423728813559324,0.05508474576271186,0.048728813559322036,0.1260593220338983,0.02754237288135593,0.029661016949152543,0.04978813559322034,0.048728813559322036,0.05826271186440678,0.05614406779661017,0.05826271186440678,0.0614406779661017,0.006355932203389831,0.03389830508474576,45.0,0.0,0.24327447578221567
beril_Dda3937,DDA3937_RS00110,yihA,ribosome biogenesis GTP-binding protein YihA/YsxC,645,214,-1,0.005097051186257911,151.0,223.0,0.0,0.0,0,1,-0.31542056074766367,9.05804443359375,0.06542056074766354,0.0794392523364486,0.004672897196261682,0.06542056074766354,0.0514018691588785,0.028037383177570093,0.06074766355140187,0.018691588785046728,0.02336448598130841,0.07009345794392523,0.13551401869158877,0.028037383177570093,0.028037383177570093,0.04672897196261682,0.06542056074766354,0.056074766355140186,0.07009345794392523,0.0514018691588785,0.0794392523364486,0.014018691588785047,0.02336448598130841,44.0,0.0,0.9547769553961505
beril_Dda3937,DDA3937_RS00115,yihI,Der GTPase-activating protein YihI,534,177,1,0.005273385998122075,223.0,181.0,0.0,1.0,0,0,-1.1971751412429372,5.641357421875,0.011299435028248588,0.0903954802259887,0.0,0.096045197740113,0.10734463276836158,0.0,0.062146892655367235,0.01694915254237288,0.02824858757062147,0.1016949152542373,0.10734463276836158,0.022598870056497175,0.01694915254237288,0.06779661016949153,0.06779661016949153,0.0847457627118644,0.06779661016949153,0.022598870056497175,0.02824858757062147,0.005649717514124294,0.005649717514124294,9.0,0.0,0.21888888888888886
